"Antragssteller_ID","Kredit_Zeitspanne","Antragssteller_Kredit_Historie","Kredit_Nutzung","Kredit_Höhe","Antragssteller_Beschäftigt_Seit","Antragssteller_Teilzahlungshöhe","Antragssteller_Geschlecht_Familienstand","Kredit_Zusätzliche_Antragssteller","Antragssteller_Letzter_Wohnwechsel","Antragssteller_Eigentum","Antragssteller_Alter","Antragssteller_Weitere_Ratenzahlungen","Antragssteller_Wohnverhältnis","Antragssteller_Anzahl_Kredite","Antragssteller_Job","Antragssteller_Anzahl_Personen_Vormund","Antragssteller_Telefon","Antragssteller_Ausländisch","Kredit_Score"
340,10,"existing credits paid back duly till now","furniture/equipment",1521,"1 to 4 years",4,"male (divorced/separated)","none",2,"car or other",31,"none","own",1,"unskilled - resident",1,"none",NA,"good"
341,24,"critical account/ other credits existing (not at this bank)","education",5743,"less than 1 year",2,"female (divorced/separated/married)","none",4,"unknown / no property",24,"none","for free",2,"skilled employee / official",1,"yes, registered under the customers name","Yes","good"
342,21,"existing credits paid back duly till now","furniture/equipment",3599,"4 to 7 years",1,"female (divorced/separated/married)","none",4,"car or other",26,"none","rent",1,"unskilled - resident",1,"none","Yes","good"
343,18,"existing credits paid back duly till now","radio/television",3213,"less than 1 year",1,"male (married/widowed)","none",3,"real estate",25,"none","rent",1,"skilled employee / official",1,"none","Yes","good"
344,18,"existing credits paid back duly till now","business",4439,"more than 7 years",1,"male (single)","co-Applicant",1,"real estate",33,"bank","own",1,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name",NA,"good"
345,10,"existing credits paid back duly till now","car (new)",3949,"less than 1 year",1,"male (single)","guarantor",1,"building society savings agreement/ life insurance",37,"none","own",1,"unskilled - resident",2,"none",NA,"good"
346,15,"critical account/ other credits existing (not at this bank)","radio/television",1459,"1 to 4 years",4,"female (divorced/separated/married)","none",2,"car or other",43,"none","own",1,"unskilled - resident",1,"none",NA,"good"
347,13,"critical account/ other credits existing (not at this bank)","radio/television",882,"less than 1 year",4,"male (single)","guarantor",4,"real estate",23,"none","own",2,"skilled employee / official",1,"none",NA,"good"
348,24,"existing credits paid back duly till now","radio/television",3758,"Unemployed",1,"female (divorced/separated/married)","none",4,"unknown / no property",23,"none","rent",1,"unemployed / unskilled - non-resident",1,"none","Yes","good"
349,6,"delay in paying off in the past","business",1743,"1 to 4 years",1,"male (single)","none",2,"real estate",34,"none","own",2,"unskilled - resident",1,"none",NA,"good"
350,9,"critical account/ other credits existing (not at this bank)","education",1136,"more than 7 years",4,"male (single)","none",3,"unknown / no property",32,"none","for free",2,"skilled employee / official",2,"none",NA,"bad"
351,9,"existing credits paid back duly till now","domestic appliances",1236,"less than 1 year",1,"female (divorced/separated/married)","none",4,"real estate",23,"none","rent",1,"skilled employee / official",1,"yes, registered under the customers name","Yes","good"
352,9,"existing credits paid back duly till now","furniture/equipment",959,"1 to 4 years",1,"female (divorced/separated/married)","none",2,"car or other",29,"none","own",1,"skilled employee / official",1,"none","No","bad"
353,18,"critical account/ other credits existing (not at this bank)","car (used)",3229,"Unemployed",2,"male (single)","none",4,"unknown / no property",38,"none","own",1,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name",NA,"good"
354,12,"no credits taken / all credits paid back duly","radio/television",6199,"1 to 4 years",4,"male (single)","none",2,"building society savings agreement/ life insurance",28,"none","rent",2,"skilled employee / official",1,"yes, registered under the customers name",NA,"bad"
355,10,"existing credits paid back duly till now","education",727,"more than 7 years",4,"male (single)","none",4,"unknown / no property",46,"none","for free",1,"skilled employee / official",1,"yes, registered under the customers name",NA,"good"
356,24,"existing credits paid back duly till now","car (new)",1246,"less than 1 year",4,"male (single)","none",2,"real estate",23,"stores","own",1,"unskilled - resident",1,"none",NA,"bad"
357,12,"critical account/ other credits existing (not at this bank)","radio/television",2331,"more than 7 years",1,"male (single)","co-Applicant",4,"real estate",49,"none","own",1,"skilled employee / official",1,"yes, registered under the customers name",NA,"good"
358,36,"delay in paying off in the past","radio/television",4463,"1 to 4 years",4,"male (single)","none",2,"car or other",26,"none","own",2,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name",NA,"bad"
359,12,"existing credits paid back duly till now","radio/television",776,"1 to 4 years",4,"male (married/widowed)","none",2,"real estate",28,"none","own",1,"skilled employee / official",1,"none",NA,"good"
360,30,"existing credits paid back duly till now","furniture/equipment",2406,"4 to 7 years",4,"female (divorced/separated/married)","none",4,"real estate",23,"none","rent",1,"skilled employee / official",1,"none",NA,"bad"
361,18,"existing credits paid back duly till now","education",1239,"1 to 4 years",4,"male (single)","none",4,"unknown / no property",61,"none","for free",1,"skilled employee / official",1,"none",NA,"good"
362,12,"existing credits paid back duly till now","radio/television",3399,"more than 7 years",2,"male (single)","none",3,"car or other",37,"none","own",1,"management / self-employed / highly qualified employee / officer",1,"none",NA,"good"
363,12,"delay in paying off in the past","car (new)",2247,"1 to 4 years",2,"female (divorced/separated/married)","none",2,"car or other",36,"stores","own",2,"skilled employee / official",1,"yes, registered under the customers name",NA,"good"
364,6,"existing credits paid back duly till now","furniture/equipment",1766,"1 to 4 years",1,"male (married/widowed)","none",2,"building society savings agreement/ life insurance",21,"none","rent",1,"skilled employee / official",1,"none","Yes","good"
365,18,"existing credits paid back duly till now","furniture/equipment",2473,"Unemployed",4,"male (single)","none",1,"car or other",25,"none","own",1,"unemployed / unskilled - non-resident",1,"none",NA,"bad"
366,12,"existing credits paid back duly till now","business",1542,"4 to 7 years",2,"male (single)","none",4,"car or other",36,"none","own",1,"skilled employee / official",1,"yes, registered under the customers name",NA,"good"
367,18,"critical account/ other credits existing (not at this bank)","car (used)",3850,"4 to 7 years",3,"male (single)","none",1,"car or other",27,"none","own",2,"skilled employee / official",1,"none",NA,"good"
368,18,"existing credits paid back duly till now","furniture/equipment",3650,"less than 1 year",1,"female (divorced/separated/married)","none",4,"car or other",22,"none","rent",1,"skilled employee / official",1,"none",NA,"good"
369,36,"existing credits paid back duly till now","furniture/equipment",3446,"more than 7 years",4,"male (single)","none",2,"car or other",42,"none","own",1,"skilled employee / official",2,"none",NA,"bad"
370,18,"existing credits paid back duly till now","furniture/equipment",3001,"4 to 7 years",2,"female (divorced/separated/married)","none",4,"real estate",40,"none","rent",1,"skilled employee / official",1,"none","Yes","good"
371,36,"existing credits paid back duly till now","car (new)",3079,"1 to 4 years",4,"male (single)","none",4,"real estate",36,"none","own",1,"skilled employee / official",1,"none",NA,"good"
372,18,"critical account/ other credits existing (not at this bank)","radio/television",6070,"more than 7 years",3,"male (single)","none",4,"car or other",33,"none","own",2,"skilled employee / official",1,"yes, registered under the customers name",NA,"good"
373,10,"critical account/ other credits existing (not at this bank)","furniture/equipment",2146,"less than 1 year",1,"female (divorced/separated/married)","none",3,"real estate",23,"none","rent",2,"skilled employee / official",1,"none",NA,"good"
374,60,"critical account/ other credits existing (not at this bank)","car (new)",13756,"more than 7 years",2,"male (single)","none",4,"unknown / no property",63,"bank","for free",1,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name",NA,"good"
375,60,"all credits at this bank paid back duly","others",14782,"more than 7 years",3,"female (divorced/separated/married)","none",4,"unknown / no property",60,"bank","for free",2,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name","Yes","bad"
376,48,"all credits at this bank paid back duly","business",7685,"4 to 7 years",2,"female (divorced/separated/married)","guarantor",4,"car or other",37,"none","rent",1,"skilled employee / official",1,"none",NA,"bad"
377,18,"delay in paying off in the past","radio/television",2320,"Unemployed",2,"male (married/widowed)","none",3,"real estate",34,"none","own",2,"skilled employee / official",1,"none",NA,"good"
378,7,"delay in paying off in the past","radio/television",846,"more than 7 years",3,"male (single)","none",4,"unknown / no property",36,"none","for free",1,"skilled employee / official",1,"none","Yes","good"
379,36,"existing credits paid back duly till now","car (new)",14318,"more than 7 years",4,"male (single)","none",2,"unknown / no property",57,"none","for free",1,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name","Yes","bad"
380,6,"critical account/ other credits existing (not at this bank)","car (new)",362,"1 to 4 years",4,"female (divorced/separated/married)","none",4,"car or other",52,"none","own",2,"unskilled - resident",1,"none",NA,"good"
381,20,"existing credits paid back duly till now","furniture/equipment",2212,"4 to 7 years",4,"male (single)","none",4,"car or other",39,"none","own",1,"skilled employee / official",1,"yes, registered under the customers name","Yes","good"
382,18,"existing credits paid back duly till now","car (used)",12976,"Unemployed",3,"female (divorced/separated/married)","none",4,"unknown / no property",38,"none","for free",1,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name",NA,"bad"
